Admin2,Date,Case,Country/Region,Province/State
Throckmorton,2021-12-14,140,US,Texas
Hale,2021-07-17,2656,US,Texas
Jackson,2021-07-14,6561,US,Florida
Suffolk,2020-03-29,1,US,Virginia
Nelson,2020-09-21,98,US,Virginia
Luzerne,2021-02-01,22949,US,Pennsylvania
Greenup,2020-05-21,13,US,Kentucky
Breckinridge,2020-01-24,0,US,Kentucky
Oconee,2021-10-29,5668,US,Georgia
Rock,2021-04-07,1202,US,Minnesota
Lake,2022-03-03,147308,US,Illinois
Arroyo,2021-05-26,293,US,Puerto Rico
Linn,2021-11-22,14416,US,Oregon
Greenup,2021-06-06,3668,US,Kentucky
Young,2022-04-12,3913,US,Texas
Huntington,2020-12-26,2355,US,Indiana
Bond,2020-09-12,226,US,Illinois
Pike,2021-07-11,3403,US,Mississippi
Mariposa,2020-04-08,0,US,California
Custer,2020-12-04,787,US,Montana
Lamar,2022-01-02,7132,US,Texas
Allen,2021-09-07,1587,US,Kansas
Franklin,2020-12-06,5221,US,Missouri
Pacific,2020-09-17,81,US,Washington
Fulton,2021-01-11,1762,US,New York
Pendleton,2021-04-26,695,US,West Virginia
Stokes,2021-07-09,4237,US,North Carolina
Jasper,2020-04-07,6,US,Georgia
Otero,2021-05-14,3918,US,New Mexico
Dawson,2021-04-18,2870,US,Nebraska
Unassigned,2021-01-05,8237,US,Tennessee
O'Brien,2021-12-21,2592,US,Iowa
Sheridan,2021-09-22,4460,US,Wyoming
Newton,2021-01-11,6760,US,Georgia
Mason,2021-10-14,5480,US,Washington
Sampson,2021-09-24,10564,US,North Carolina
Fountain,2021-03-16,2035,US,Indiana
Plymouth,2020-07-19,377,US,Iowa
Lynn,2021-12-11,892,US,Texas
Out of FL,2021-05-21,0,US,Florida
Clallam,2020-09-02,207,US,Washington
Cortland,2020-09-11,109,US,New York
Crawford,2020-10-09,1215,US,Iowa
Putnam,2022-03-09,9274,US,Indiana
Franklin,2022-03-27,2167,US,Texas
Delaware,2020-04-11,24,US,Oklahoma
Fulton,2021-01-12,2494,US,Illinois
Oglethorpe,2021-06-27,1506,US,Georgia
Grainger,2020-11-20,867,US,Tennessee
Worth,2020-06-08,240,US,Georgia
Webster,2020-08-29,13,US,Nebraska
Monroe,2021-01-11,897,US,Ohio
Tompkins,2021-05-20,4283,US,New York
Williams,2020-09-29,1083,US,North Dakota
Newaygo,2022-02-22,11290,US,Michigan
Archer,2022-01-07,1548,US,Texas
Shelby,2021-06-11,1801,US,Texas
Prince Edward,2022-04-09,4913,US,Virginia
Bedford,2022-04-02,16962,US,Virginia
Shelby,2021-11-27,1964,US,Iowa
Danville,2022-01-14,8479,US,Virginia
Adams,2021-04-13,1840,US,Wisconsin
Eaton,2021-07-03,10157,US,Michigan
Putnam,2020-05-26,88,US,Georgia
Gilmer,2022-03-17,6853,US,Georgia
Pike,2020-01-28,0,US,Indiana
Lyon,2021-02-07,3093,US,Minnesota
Bottineau,2022-02-13,1560,US,North Dakota
Bourbon,2021-04-01,1333,US,Kansas
Wood,2022-03-25,31378,US,Ohio
Decatur,2021-06-14,2899,US,Indiana
Vanderburgh,2020-08-16,2181,US,Indiana
Calhoun,2020-07-04,1,US,Illinois
Randolph,2021-08-13,2449,US,Arkansas
Boyd,2020-02-11,0,US,Kentucky
King William,2020-03-20,0,US,Virginia
Carroll,2020-03-11,0,US,New Hampshire
Ellsworth,2020-08-20,22,US,Kansas
Pike,2020-12-17,1215,US,Ohio
Cavalier,2020-08-22,32,US,North Dakota
Jackson,2020-04-25,13,US,Florida
Plumas,2021-10-05,1383,US,California
Sheridan,2021-12-05,219,US,North Dakota
Carbon,2020-10-18,199,US,Montana
Beckham,2021-09-08,3087,US,Oklahoma
Waseca,2021-11-27,3651,US,Minnesota
Schleicher,2021-12-15,313,US,Texas
Kearny,2022-03-14,1235,US,Kansas
Lynn,2022-02-08,1331,US,Texas
Giles,2020-08-12,401,US,Tennessee
Coshocton,2020-11-04,463,US,Ohio
Vernon,2021-12-04,3605,US,Wisconsin
Perkins,2020-05-31,0,US,Nebraska
Robeson,2021-04-26,16141,US,North Carolina
Love,2020-10-30,285,US,Oklahoma
Culebra,2020-08-19,16,US,Puerto Rico
Kearny,2021-02-20,555,US,Kansas
Hartford,2021-01-02,47726,US,Connecticut
Mitchell,2020-11-04,910,US,Georgia
Venango,2021-06-16,4132,US,Pennsylvania
Dodge,2021-04-14,12535,US,Wisconsin
Muhlenberg,2021-03-01,2734,US,Kentucky
Park,2021-10-14,4766,US,Wyoming
Culebra,2020-08-23,16,US,Puerto Rico
Adjuntas,2021-01-06,332,US,Puerto Rico
Unassigned,2021-10-08,359,US,Delaware
Anderson,2020-03-20,1,US,Kentucky
Moultrie,2020-06-01,11,US,Illinois
Madison,2021-07-09,31377,US,Illinois
Trigg,2021-09-14,1625,US,Kentucky
Putnam,2021-10-22,12509,US,New York
Elmore,2022-01-03,16997,US,Alabama
Summit,2021-09-04,52809,US,Ohio
Nelson,2020-08-11,25,US,North Dakota
Somerset,2021-05-23,29967,US,New Jersey
Sweetwater,2020-01-29,0,US,Wyoming
Foster,2020-08-21,26,US,North Dakota
Aroostook,2022-02-17,9862,US,Maine
Juab,2021-03-20,0,US,Utah
Maricopa,2020-03-22,81,US,Arizona
Brooks,2020-09-26,342,US,Texas
Van Zandt,2020-02-17,0,US,Texas
Crenshaw,2020-07-21,215,US,Alabama
Potter,2021-06-08,391,US,South Dakota
Jackson,2021-05-18,9883,US,Georgia
Cimarron,2021-02-14,124,US,Oklahoma
Gillespie,2020-03-27,0,US,Texas
Creek,2022-03-18,18094,US,Oklahoma
Graham,2021-09-24,305,US,Kansas
Winn,2022-01-19,3400,US,Louisiana
Rusk,2020-08-31,723,US,Texas
Chester,2021-03-10,2047,US,Tennessee
Clinton,2020-09-03,255,US,Ohio
Lamar,2020-07-18,759,US,Mississippi
Motley,2020-08-28,4,US,Texas
Wabash,2020-02-29,0,US,Illinois
Burleigh,2022-02-26,34590,US,North Dakota
Sevier,2021-04-29,13231,US,Tennessee
Somervell,2021-03-17,1059,US,Texas
Van Buren,2020-05-29,157,US,Michigan
Livingston,2021-06-21,4899,US,Illinois
Cross,2021-11-12,3011,US,Arkansas
Bedford,2021-03-31,6082,US,Virginia
Etowah,2021-04-30,13772,US,Alabama
Emmet,2020-10-14,364,US,Iowa
Fresno,2021-12-10,158962,US,California
Lincoln,2020-10-23,21,US,Kansas
Otoe,2021-10-19,1879,US,Nebraska
Mercer,2021-09-29,5737,US,Ohio
Mercer,2021-01-16,22645,US,New Jersey
Macon,2021-06-26,1641,US,Missouri
Mille Lacs,2020-11-07,704,US,Minnesota
Rockingham,2021-07-10,6901,US,Virginia
Butler,2022-02-12,3485,US,Kentucky
Dent,2020-10-13,197,US,Missouri
Dane,2021-10-05,55362,US,Wisconsin
Grayson,2020-09-15,290,US,Virginia
Minnehaha,2021-07-19,31797,US,South Dakota
Monroe,2020-03-26,2,US,Illinois
Wood,2021-02-28,11492,US,Ohio
Archer,2020-07-31,22,US,Texas
Manitowoc,2020-09-04,570,US,Wisconsin
Indian River,2022-01-17,27113,US,Florida
Warren,2020-09-08,364,US,Missouri
Ralls,2020-05-02,1,US,Missouri
Roane,2020-10-15,82,US,West Virginia
Newton,2021-08-11,2911,US,Mississippi
Williamsburg,2020-10-23,211,US,Virginia
Davison,2021-11-07,3786,US,South Dakota
McCreary,2020-01-24,0,US,Kentucky
Monona,2020-04-29,7,US,Iowa
Plumas,2021-10-03,1354,US,California
Fremont,2020-12-31,871,US,Idaho
Lewis,2020-12-19,638,US,New York
Warren,2020-11-09,523,US,North Carolina
Falls Church,2021-11-16,681,US,Virginia
Inyo,2022-04-09,4555,US,California
Henry,2021-11-06,3164,US,Alabama
Itasca,2022-03-22,10980,US,Minnesota
Jim Wells,2021-01-03,3276,US,Texas
Middlesex,2021-05-27,134758,US,Massachusetts
Riley,2022-02-15,12982,US,Kansas
Garfield,2021-10-21,126,US,Montana
Howard,2021-06-02,4039,US,Texas
Morrill,2020-08-11,59,US,Nebraska
Kitsap,2022-01-01,20051,US,Washington
Polk,2020-08-10,154,US,Minnesota
Bristol,2020-03-08,0,US,Rhode Island
Edgecombe,2021-05-12,5575,US,North Carolina
Plymouth,2022-03-01,114195,US,Massachusetts
Lynn,2021-02-15,590,US,Texas
Harrison,2020-10-07,955,US,Texas
Ness,2021-10-25,490,US,Kansas
Hot Spring,2020-04-15,8,US,Arkansas
Lincoln,2020-03-10,0,US,Minnesota
Teton,2021-06-16,1231,US,Idaho
McHenry,2020-01-28,0,US,Illinois
Ford,2020-12-03,820,US,Illinois
Galveston,2022-02-24,94501,US,Texas
Ware,2021-11-19,7397,US,Georgia
Upson,2021-12-18,5505,US,Georgia
Teton,2020-09-21,20,US,Montana
Anderson,2022-02-16,57146,US,South Carolina
Cuyahoga,2020-06-12,5112,US,Ohio
West Carroll,2021-09-03,1682,US,Louisiana
Broome,2021-09-29,22436,US,New York
Coffee,2022-01-25,12327,US,Alabama
Talbot,2021-05-20,485,US,Georgia
Cleveland,2022-03-23,2254,US,Arkansas
Scott,2020-06-28,154,US,Indiana
Greene,2020-04-30,3,US,Illinois
Dickey,2021-07-21,797,US,North Dakota
Columbia,2020-12-04,3808,US,Wisconsin
Tangipahoa,2022-03-23,32904,US,Louisiana
Henrico,2021-04-30,24950,US,Virginia
De Witt,2021-11-13,2216,US,Illinois
Sitka,2021-03-20,326,US,Alaska
Sabine,2021-10-29,975,US,Texas
Delaware,2021-12-30,5454,US,New York
Custer,2021-05-02,246,US,Idaho
Cibola,2020-03-06,0,US,New Mexico
Macon,2021-06-01,1623,US,Alabama
Cape May,2020-12-01,3124,US,New Jersey
Livingston,2020-11-13,192,US,Kentucky
Garvin,2020-06-17,33,US,Oklahoma
Menifee,2021-02-07,375,US,Kentucky
Oconee,2022-03-08,24083,US,South Carolina
Licking,2021-10-10,22866,US,Ohio
Jackson,2020-01-27,0,US,Georgia
TriCounty,2022-02-18,12559,US,Utah
Grady,2022-01-06,9413,US,Oklahoma
Gallatin,2021-02-16,11899,US,Montana
Belknap,2021-01-18,2440,US,New Hampshire
Tippah,2022-02-14,7138,US,Mississippi
Oktibbeha,2020-03-18,0,US,Mississippi
Bates,2022-04-15,3746,US,Missouri
Lewis,2020-06-17,7,US,Missouri
Camuy,2022-02-22,4325,US,Puerto Rico
Shelby,2021-08-28,2475,US,Texas
Holt,2021-12-02,716,US,Missouri
Amelia,2020-09-22,124,US,Virginia
Iron,2020-10-30,253,US,Wisconsin
Sherman,2020-05-20,6,US,Kansas
Lake,2021-01-05,203,US,Oregon
Baraga,2022-02-03,1939,US,Michigan
Wyoming,2021-07-06,2013,US,Pennsylvania
Pima,2020-06-12,3628,US,Arizona
Faulk,2021-04-17,367,US,South Dakota
Adams,2020-11-07,17894,US,Colorado
Hays,2020-10-31,6725,US,Texas
Florence,2020-12-20,8863,US,South Carolina
Cache,2020-03-03,0,US,Utah
Kittitas,2020-04-05,10,US,Washington
Maunabo,2020-04-18,0,US,Puerto Rico
McDonald,2020-07-26,882,US,Missouri
Berkshire,2020-05-15,495,US,Massachusetts
Bristol Bay,2021-04-05,0,US,Alaska
Orange,2020-02-22,0,US,Florida
Osceola,2021-06-24,1962,US,Michigan
Hutchinson,2021-05-05,3041,US,Texas
Cumberland,2022-02-20,2091,US,Kentucky
Geary,2022-02-13,8881,US,Kansas
Walker,2020-06-27,797,US,Alabama
Liberty,2021-05-23,8000,US,Texas
Oktibbeha,2020-12-11,2797,US,Mississippi
Ada,2020-11-07,19065,US,Idaho
St. Clair,2020-03-18,0,US,Missouri
Boone,2020-11-14,8650,US,Missouri
Dade,2022-03-20,1425,US,Missouri
Vermilion,2021-09-21,9792,US,Louisiana
Franklin City,2021-08-29,1262,US,Virginia
Seminole,2020-05-29,44,US,Georgia
Clarion,2021-01-10,2226,US,Pennsylvania
Hardin,2021-08-06,6082,US,Texas
Garfield,2021-07-30,7952,US,Oklahoma
Lampasas,2021-06-13,2555,US,Texas
Pendleton,2020-10-04,53,US,West Virginia
Crawford,2020-05-16,22,US,Indiana
Williamson,2021-11-07,39997,US,Tennessee
Lee,2022-01-27,24344,US,Mississippi
Deer Lodge,2020-12-29,840,US,Montana
Christian,2020-08-23,690,US,Kentucky
Dickson,2020-06-23,155,US,Tennessee
Coffee,2020-05-28,72,US,Tennessee
Story,2020-05-22,88,US,Iowa
Warren,2022-03-30,3991,US,Illinois
Richland,2020-04-08,25,US,Ohio
Pike,2020-04-27,361,US,Pennsylvania
Villalba,2022-03-01,2792,US,Puerto Rico
Custer,2020-10-13,952,US,Oklahoma
Loiza,2021-05-31,1272,US,Puerto Rico
De Baca,2021-08-02,179,US,New Mexico
Union,2020-08-06,464,US,Arkansas
Boone,2020-11-04,1130,US,Arkansas
Rankin,2021-08-24,18835,US,Mississippi
Richland,2020-04-06,19,US,Ohio
Jasper,2021-04-15,1140,US,Illinois
Palo Pinto,2022-01-24,6402,US,Texas
Delta,2020-02-25,0,US,Colorado
Lawrence,2020-09-04,262,US,Arkansas
Clinton,2020-12-27,3115,US,Indiana
Tolland,2020-09-05,1161,US,Connecticut
Newaygo,2021-06-10,4876,US,Michigan
Lake,2022-01-11,4970,US,Montana
Stevens,2021-01-21,703,US,Minnesota
Grant,2020-04-01,0,US,New Mexico
Prentiss,2020-02-06,0,US,Mississippi
Juana Diaz,2022-02-21,5376,US,Puerto Rico
Huron,2021-06-24,5555,US,Ohio
Scott,2021-04-23,1789,US,Virginia
,2022-02-19,103,US,Grand Princess
Camden,2020-06-04,3,US,North Carolina
Muskogee,2021-11-06,13528,US,Oklahoma
Charleston,2021-09-04,56783,US,South Carolina
Aguadilla,2022-03-18,6645,US,Puerto Rico
Bond,2021-03-12,1919,US,Illinois
Lunenburg,2022-02-04,2111,US,Virginia
Mills,2020-11-16,112,US,Texas
Sheboygan,2021-10-23,18064,US,Wisconsin
Crisp,2022-03-26,4641,US,Georgia
White,2021-04-08,3124,US,Georgia
Las Animas,2021-02-24,987,US,Colorado
Pulaski,2020-09-20,8596,US,Arkansas
Osceola,2021-03-04,37188,US,Florida
Wilcox,2022-02-17,2828,US,Alabama
Rockingham,2022-01-15,12062,US,Virginia
Dauphin,2021-11-06,35826,US,Pennsylvania
Dolores,2021-05-02,80,US,Colorado
Upson,2020-06-22,323,US,Georgia
Gratiot,2021-11-29,7002,US,Michigan
Anne Arundel,2021-11-04,53411,US,Maryland
Iowa,2021-12-22,3419,US,Wisconsin
Delta,2021-12-14,1316,US,Texas
Roosevelt,2021-07-04,1670,US,Montana
Madison,2020-11-10,916,US,Louisiana
Seneca,2021-10-12,7047,US,Ohio
Tensas,2021-04-01,357,US,Louisiana
Jackson,2020-02-19,0,US,Missouri
Laurens,2021-08-01,5967,US,Georgia
Clarke,2021-12-11,20504,US,Georgia
Polk,2021-11-11,2997,US,Arkansas
Taos,2021-08-03,1806,US,New Mexico
Morris,2021-09-15,721,US,Kansas
Edwards,2020-05-04,0,US,Texas
Tucker,2021-01-31,457,US,West Virginia
Lincoln,2021-12-12,3544,US,New Mexico
Licking,2020-09-12,1762,US,Ohio
Snyder,2022-01-11,6709,US,Pennsylvania
Russell,2020-07-13,23,US,Virginia
Shenandoah,2021-09-13,5158,US,Virginia
Douglas,2020-06-27,864,US,Georgia
Wahkiakum,2021-06-21,154,US,Washington
Traverse,2021-05-24,373,US,Minnesota
Andrews,2022-04-08,3793,US,Texas
Clare,2022-02-27,6667,US,Michigan
Franklin,2022-01-06,363,US,Nebraska
Berks,2020-02-20,0,US,Pennsylvania
Washington,2021-01-29,20795,US,Minnesota
Isabela,2020-03-23,0,US,Puerto Rico
Faulkner,2020-07-22,970,US,Arkansas
Elliott,2021-03-22,935,US,Kentucky
Goliad,2022-02-09,1135,US,Texas
Sarpy,2021-06-30,22854,US,Nebraska
Linn,2020-08-06,36,US,Kansas
Salt Lake,2021-10-29,195587,US,Utah
Chambers,2022-04-15,10322,US,Texas
Trinity,2021-08-28,1411,US,Texas
Delta,2022-02-07,1741,US,Texas
Roane,2021-10-08,1338,US,West Virginia
Campbell,2020-09-20,244,US,Wyoming
East Baton Rouge,2021-05-20,40026,US,Louisiana
Richland,2020-04-09,1,US,Illinois
Greensville,2021-06-19,1591,US,Virginia
Monroe,2020-04-13,823,US,New York
Phillips,2020-06-15,49,US,Arkansas
Radford,2021-12-15,3152,US,Virginia
Hall,2021-08-26,7863,US,Nebraska
Arecibo,2021-08-17,3310,US,Puerto Rico
Martin,2020-01-24,0,US,Florida
Noxubee,2020-02-27,0,US,Mississippi
Ness,2020-02-05,0,US,Kansas
Webster,2020-07-05,0,US,West Virginia
Luzerne,2020-11-16,7110,US,Pennsylvania
Vega Baja,2020-09-30,588,US,Puerto Rico
Unassigned,2021-06-02,0,US,Montana
Mendocino,2021-01-10,2748,US,California
Floyd,2021-09-15,16785,US,Georgia
Wyoming,2020-05-04,27,US,Pennsylvania
Phelps,2020-09-14,91,US,Nebraska
Escambia,2020-06-01,72,US,Alabama
Chaffee,2020-10-14,358,US,Colorado
Hall,2021-07-13,7863,US,Nebraska
Monroe,2021-04-27,4329,US,Illinois
Idaho,2021-09-12,1728,US,Idaho
Dakota,2020-10-24,9686,US,Minnesota
Polk,2021-05-02,57024,US,Iowa
Taylor,2021-10-27,5384,US,Kentucky
Bristol Bay plus Lake and Peninsula,2021-10-05,387,US,Alaska
Atchison,2020-04-24,2,US,Missouri
Gilpin,2020-07-20,12,US,Colorado
Erie,2020-04-08,33,US,Pennsylvania
Terry,2020-06-04,8,US,Texas
Shannon,2020-02-20,0,US,Missouri
Milam,2022-03-03,4900,US,Texas
Musselshell,2021-12-31,767,US,Montana
Montgomery,2020-02-26,0,US,New York
Antelope,2022-03-01,1063,US,Nebraska
McCulloch,2020-08-11,49,US,Texas
Perry,2020-02-14,0,US,Arkansas
Ste. Genevieve,2021-04-23,1801,US,Missouri
Marshall,2022-01-30,8738,US,Iowa
Cedar,2020-05-21,6,US,Nebraska
Power,2021-01-24,583,US,Idaho
Hardee,2020-10-13,1460,US,Florida
Mahnomen,2021-04-12,489,US,Minnesota
Steuben,2020-07-23,168,US,Indiana
San Miguel,2020-09-06,94,US,Colorado
Bulloch,2021-01-10,4865,US,Georgia
Fayette,2020-07-06,82,US,Alabama
Bacon,2020-06-05,141,US,Georgia
Tehama,2022-02-13,14214,US,California
Out of WI,2020-03-14,0,US,Wisconsin
Nemaha,2020-07-16,34,US,Kansas
Ritchie,2020-08-03,3,US,West Virginia
St. Joseph,2020-04-20,25,US,Michigan
Genesee,2021-01-09,3266,US,New York
Out of IL,2021-12-17,5,US,Illinois
Judith Basin,2022-01-29,204,US,Montana
Miller,2021-03-16,2492,US,Missouri
Campbell,2022-02-08,21453,US,Kentucky
Dawson,2020-08-17,980,US,Nebraska
Richland,2021-07-23,1417,US,Wisconsin
Gooding,2022-01-17,2491,US,Idaho
Suffolk,2020-10-10,25497,US,Massachusetts
Logan,2021-07-05,267,US,North Dakota
Early,2022-03-03,2706,US,Georgia
Stevens,2021-01-30,1465,US,Washington
Out of OR,2020-04-20,0,US,Oregon
Moody,2021-05-08,653,US,South Dakota
Pasquotank,2020-09-07,621,US,North Carolina
Hale,2020-12-13,1132,US,Alabama
Bon Homme,2022-04-10,2291,US,South Dakota
Koochiching,2021-04-17,769,US,Minnesota
Out of MO,2020-09-30,0,US,Missouri
St. Charles,2020-10-27,1956,US,Louisiana
Gasconade,2022-03-19,3322,US,Missouri
Bourbon,2020-01-26,0,US,Kentucky
Worth,2020-06-03,226,US,Georgia
Alleghany,2020-02-05,0,US,North Carolina
Marshall,2021-07-28,1108,US,Illinois
Out of RI,2020-12-20,0,US,Rhode Island
Chippewa,2020-11-11,600,US,Minnesota
Woods,2021-03-04,1186,US,Oklahoma
Adams,2020-09-11,211,US,Indiana
Trempealeau,2021-10-09,4722,US,Wisconsin
Cass,2020-09-16,330,US,Texas
Todd,2020-01-25,0,US,Minnesota
Meigs,2021-11-21,2233,US,Tennessee
Autauga,2021-02-26,6228,US,Alabama
Johnson,2021-07-24,2162,US,Kentucky
Tyrrell,2021-05-01,318,US,North Carolina
Coffee,2020-07-17,1006,US,Georgia
Osceola,2021-06-09,790,US,Iowa
Nome,2021-09-07,912,US,Alaska
Carson,2021-03-09,674,US,Texas
Holmes,2020-09-22,728,US,Florida
Sweet Grass,2021-03-25,379,US,Montana
Ohio,2020-04-02,10,US,West Virginia
Washington,2021-05-11,2539,US,Iowa
Bonneville,2022-01-26,28503,US,Idaho
Ziebach,2021-02-22,336,US,South Dakota
Hickman,2020-12-30,223,US,Kentucky
Macon,2020-05-14,2,US,Missouri
St. Helena,2021-06-21,978,US,Louisiana
Manati,2022-03-22,5368,US,Puerto Rico
Lee,2021-12-22,129865,US,Florida
Alger,2020-03-08,0,US,Michigan
Montgomery,2021-05-10,3708,US,Illinois
Lenoir,2022-02-20,15404,US,North Carolina
Carter,2020-02-28,0,US,Missouri
Guayanilla,2021-03-08,239,US,Puerto Rico
Kent,2021-08-21,19866,US,Delaware
Clay,2021-11-08,4378,US,Indiana
Okanogan,2020-06-27,67,US,Washington
Jefferson,2021-12-15,2721,US,Georgia
Camden,2021-12-27,6977,US,Missouri
Des Moines,2020-07-21,117,US,Iowa
Augusta,2021-09-25,9341,US,Virginia
Rock,2021-12-26,160,US,Nebraska
Bremer,2021-04-15,2789,US,Iowa
Menifee,2020-06-18,10,US,Kentucky
Dillon,2021-10-25,6372,US,South Carolina
Forest,2021-03-14,1001,US,Wisconsin
Zavala,2020-05-18,4,US,Texas
Chouteau,2020-10-28,102,US,Montana
Limestone,2020-10-21,2793,US,Alabama
Sacramento,2020-09-03,18570,US,California
Liberty,2021-10-13,12592,US,Texas
Pend Oreille,2021-03-11,646,US,Washington
St. John the Baptist,2021-08-25,5723,US,Louisiana
Gadsden,2022-01-31,12497,US,Florida
Gregg,2021-03-25,8956,US,Texas
Ventura,2020-09-12,11892,US,California
Lebanon,2020-06-27,1313,US,Pennsylvania
Douglas,2021-03-01,434,US,South Dakota
Dooly,2022-02-21,2349,US,Georgia
Lexington,2021-06-19,33714,US,South Carolina
Duplin,2020-07-03,1581,US,North Carolina
Larue,2020-10-18,216,US,Kentucky
Grant,2021-11-10,1070,US,Oregon
Pima,2021-09-30,135212,US,Arizona
Caguas,2021-12-19,8392,US,Puerto Rico
Buchanan,2022-02-01,21442,US,Missouri
Pottawatomie,2020-03-01,0,US,Oklahoma
Brown,2020-10-05,105,US,Indiana
Antrim,2021-10-15,2243,US,Michigan
Webster,2021-09-09,6161,US,Iowa
Decatur,2020-02-19,0,US,Tennessee
Stonewall,2021-10-07,210,US,Texas
Barnwell,2021-10-23,3882,US,South Carolina
Knox,2020-06-12,10,US,Kentucky
Vernon,2020-08-10,53,US,Missouri
St. James,2021-05-13,1972,US,Louisiana
Lubbock,2021-04-10,41789,US,Texas
Butler,2020-10-24,256,US,Nebraska
Pierce,2021-03-08,4394,US,Wisconsin
Albany,2020-02-25,0,US,Wyoming
Gilchrist,2021-11-20,3180,US,Florida
San Francisco,2021-04-22,37479,US,California
Aiken,2020-02-09,0,US,South Carolina
Maverick,2020-03-01,0,US,Texas
Waushara,2021-09-30,3219,US,Wisconsin
Cleveland,2020-05-22,18,US,Arkansas
Davie,2020-02-18,0,US,North Carolina
Hamilton,2020-11-21,15553,US,Tennessee
Dawson,2021-02-11,2651,US,Georgia
Delaware,2021-11-02,2635,US,Iowa
Douglas,2021-01-12,688,US,Missouri
Menominee,2020-07-22,61,US,Michigan
Los Angeles,2020-12-21,636190,US,California
Kendall,2020-02-28,0,US,Illinois
Dallas,2022-03-29,8382,US,Alabama
Marion,2021-01-09,1665,US,Kentucky
Chatham,2020-07-12,2554,US,Georgia
Lawrence,2020-12-17,1511,US,Illinois
Barrow,2021-02-27,8937,US,Georgia
Allamakee,2020-10-26,371,US,Iowa
Decatur,2020-12-25,228,US,Kansas
Gallatin,2020-10-27,126,US,Kentucky
Wright,2021-10-24,2436,US,Iowa
Crittenden,2020-05-09,205,US,Arkansas
Alger,2020-03-20,0,US,Michigan
Morgan,2020-02-15,0,US,Ohio
Prairie,2020-05-08,0,US,Montana
Guilford,2020-09-04,7294,US,North Carolina
Jefferson,2021-08-19,23769,US,Texas
Woodbury,2021-05-23,15179,US,Iowa
Logan,2020-12-08,1160,US,West Virginia
Kanabec,2020-11-01,250,US,Minnesota
Ceiba,2020-06-03,7,US,Puerto Rico
Cabo Rojo,2020-05-19,17,US,Puerto Rico
Houston,2020-11-21,4603,US,Georgia
Clay,2020-12-14,1614,US,Indiana
Wood,2021-10-22,17427,US,Ohio
Meigs,2021-02-01,1185,US,Ohio
Rockingham,2020-03-13,0,US,North Carolina
Loup,2021-01-07,39,US,Nebraska
Carroll,2021-01-06,682,US,Missouri
Defiance,2020-11-08,804,US,Ohio
Uinta,2021-01-28,1957,US,Wyoming
Douglas,2021-02-08,1985,US,Oregon
Houston,2021-04-14,1620,US,Minnesota
Scott,2021-03-09,17243,US,Iowa
Portage,2020-10-17,2121,US,Wisconsin
Mayaguez,2021-01-08,1034,US,Puerto Rico
St. Bernard,2022-01-03,8170,US,Louisiana
Smith,2020-03-26,0,US,Kansas
Rush,2020-08-18,105,US,Indiana
Broome,2021-07-31,18800,US,New York
Dyer,2020-07-11,286,US,Tennessee
Hocking,2021-10-09,3407,US,Ohio
Kodiak Island,2021-09-06,1610,US,Alaska
Lawrence,2021-06-10,3008,US,South Dakota
Lucas,2020-01-27,0,US,Ohio
Clarendon,2020-08-30,972,US,South Carolina
Miller,2021-04-13,840,US,Georgia
Sullivan,2021-05-27,2126,US,Indiana
McCormick,2020-03-26,0,US,South Carolina
Dyer,2020-11-20,3012,US,Tennessee
Randolph,2021-03-27,2647,US,Missouri
Franklin,2022-03-23,2330,US,Idaho
Knox,2021-02-06,237,US,Texas
Benton,2021-08-02,1114,US,Indiana
Wise,2021-03-17,2935,US,Virginia
Cheboygan,2020-03-26,1,US,Michigan
Portsmouth,2021-10-30,12630,US,Virginia
Federal Correctional Institution (FCI),2021-06-27,317,US,Michigan
Bingham,2020-12-30,3618,US,Idaho
Perry,2022-02-23,7335,US,Illinois
Crook,2021-04-30,429,US,Wyoming
Wilson,2020-06-19,1,US,Kansas
Emporia,2020-09-03,235,US,Virginia
Upshur,2020-06-12,32,US,Texas
Pushmataha,2020-05-15,1,US,Oklahoma
Duchesne,2022-01-18,0,US,Utah
Zapata,2021-02-10,1882,US,Texas
Van Buren,2021-12-11,11834,US,Michigan
Travis,2022-04-06,221959,US,Texas
Midland,2021-11-08,27938,US,Texas
Atascosa,2020-06-10,36,US,Texas
Tallahatchie,2020-07-10,178,US,Mississippi
East Feliciana,2021-08-16,4037,US,Louisiana
Webster,2020-01-29,0,US,Louisiana
Unassigned,2020-01-30,0,US,Delaware
Atlantic,2020-05-20,1882,US,New Jersey
Blaine,2020-10-15,3,US,Nebraska
Livingston,2020-05-09,6,US,Kentucky
Elbert,2020-02-29,0,US,Georgia
Story,2020-03-07,0,US,Iowa
Big Horn,2020-10-23,1225,US,Montana
Pulaski,2020-11-06,1143,US,Missouri
Sumner,2021-01-08,1534,US,Kansas
Heard,2021-12-18,1515,US,Georgia
Montgomery,2021-11-20,78188,US,Ohio
Livingston,2022-03-17,3730,US,Missouri
Unassigned,2020-12-03,167,US,Alaska
Lake,2021-06-25,68410,US,Illinois
McLeod,2020-09-20,446,US,Minnesota
New Haven,2020-07-25,12884,US,Connecticut
Claiborne,2021-12-21,1353,US,Mississippi
Ravalli,2021-03-03,2693,US,Montana
Navajo,2021-06-20,16564,US,Arizona
Stoddard,2021-03-14,2471,US,Missouri
Audrain,2021-02-09,2046,US,Missouri
Clay,2020-06-30,454,US,Missouri
